Node Number	X Location (m)	Y Location (m)	Z Location (m)	
983	-6.8585e-002	2.3343e-002	2.3365e-002	
985	-7.1679e-002	2.3342e-002	2.3364e-002	
987	-7.4773e-002	2.3341e-002	2.3364e-002	
989	-7.7867e-002	2.3341e-002	2.3364e-002	
991	-8.096e-002	2.334e-002	2.3363e-002	
993	-8.4054e-002	2.334e-002	2.3363e-002	
995	-8.7148e-002	2.334e-002	2.3363e-002	
997	-9.0242e-002	2.3339e-002	2.3363e-002	
999	-9.3336e-002	2.3338e-002	2.3362e-002	
1001	-9.6429e-002	2.3338e-002	2.3362e-002	
1003	-9.9523e-002	2.3337e-002	2.3362e-002	
1005	-0.10262	2.3337e-002	2.3361e-002	
1007	-0.10571	2.3336e-002	2.3361e-002	
1009	5.7128e-002	1.6638e-002	1.3562e-002	
1010	5.4035e-002	1.6613e-002	1.3548e-002	
1013	5.0941e-002	1.6602e-002	1.3544e-002	
1015	4.785e-002	1.6571e-002	1.3525e-002	
