Node Number	X Location (m)	Y Location (m)	Z Location (m)	
1759	-3.1191e-002	1.4009e-002	-2.9598e-002	
1761	-3.3723e-002	1.3985e-002	-2.9531e-002	
1763	-3.621e-002	1.3933e-002	-2.9402e-002	
1765	-3.8667e-002	1.3893e-002	-2.9296e-002	
1767	-4.112e-002	1.3891e-002	-2.9276e-002	
1769	-4.3587e-002	1.3916e-002	-2.932e-002	
1771	-4.607e-002	1.3952e-002	-2.9386e-002	
1773	-4.8567e-002	1.3979e-002	-2.9432e-002	
1775	-5.1064e-002	1.3986e-002	-2.9431e-002	
1777	-5.3555e-002	1.3979e-002	-2.9398e-002	
1779	-5.6037e-002	1.3969e-002	-2.9357e-002	
1781	-5.8515e-002	1.3965e-002	-2.9331e-002	
1783	-6.0993e-002	1.3972e-002	-2.933e-002	
1785	-6.3475e-002	1.3986e-002	-2.9344e-002	
1787	-6.596e-002	1.4002e-002	-2.936e-002	
1789	-6.8447e-002	1.4013e-002	-2.9368e-002	
1791	-7.0933e-002	1.4019e-002	-2.9362e-002	
1793	-7.3418e-002	1.4023e-002	-2.9349e-002	
1795	-7.5902e-002	1.4026e-002	-2.9336e-002	
1797	-7.8385e-002	1.4031e-002	-2.9328e-002	
1799	-8.0868e-002	1.404e-002	-2.9326e-002	
1801	-8.3352e-002	1.405e-002	-2.9328e-002	
1803	-8.5836e-002	1.406e-002	-2.9329e-002	
1805	-8.8321e-002	1.4069e-002	-2.9325e-002	
1807	-9.0805e-002	1.4076e-002	-2.9319e-002	
